	Time [s]	Theta 2 (Top Pendulum) (Relative Rotation X) [°]	
18337	7.2467	-21.316	
18338	7.2471	-21.281	
18339	7.2476	-21.244	
18340	7.2482	-21.204	
18341	7.2488	-21.162	
18342	7.2494	-21.116	
18343	7.2502	-21.065	
18344	7.251	-21.017	
18345	7.2514	-20.997	
18346	7.2519	-20.977	
18347	7.2523	-20.96	
18348	7.2528	-20.947	
18349	7.253	-20.941	
18350	7.2533	-20.936	
18351	7.2536	-20.932	
18352	7.254	-20.929	
18353	7.2543	-20.929	
18354	7.2547	-20.931	
18355	7.2551	-20.936	
18356	7.2554	-20.943	
18357	7.2558	-20.953	
18358	7.2562	-20.966	
18359	7.2566	-20.981	
18360	7.2568	-20.99	
18361	7.257	-21.001	
18362	7.2573	-21.014	
18363	7.2576	-21.03	
18364	7.2579	-21.049	
18365	7.2582	-21.07	
18366	7.2586	-21.093	
18367	7.259	-21.118	
18368	7.2593	-21.145	
18369	7.2598	-21.174	
18370	7.2602	-21.206	
18371	7.2606	-21.239	
18372	7.2611	-21.276	
18373	7.2617	-21.319	
18374	7.2624	-21.365	
18375	7.2627	-21.387	
18376	7.263	-21.41	
18377	7.2634	-21.434	
18378	7.2638	-21.458	
18379	7.2642	-21.481	
18380	7.2646	-21.501	
18381	7.2648	-21.511	
18382	7.2651	-21.522	
18383	7.2653	-21.534	
18384	7.2656	-21.546	
18385	7.2659	-21.557	
18386	7.2663	-21.568	
18387	7.2666	-21.577	
18388	7.267	-21.585	
18389	7.2673	-21.592	
18390	7.2677	-21.597	
18391	7.268	-21.6	
18392	7.2684	-21.602	
18393	7.2688	-21.601	
18394	7.2691	-21.599	
18395	7.2695	-21.595	
18396	7.2699	-21.589	
18397	7.2702	-21.581	
18398	7.2706	-21.571	
18399	7.271	-21.559	
18400	7.2714	-21.545	
18401	7.2717	-21.529	
18402	7.2721	-21.511	
18403	7.2725	-21.491	
18404	7.2729	-21.469	
18405	7.2733	-21.444	
18406	7.2737	-21.418	
18407	7.2742	-21.389	
18408	7.2746	-21.357	
18409	7.2751	-21.324	
18410	7.2755	-21.287	
18411	7.276	-21.249	
18412	7.2766	-21.207	
18413	7.2771	-21.163	
18414	7.2777	-21.115	
18415	7.2785	-21.062	
18416	7.2793	-21.009	
18417	7.2797	-20.985	
18418	7.2802	-20.962	
18419	7.2806	-20.942	
18420	7.2811	-20.924	
18421	7.2816	-20.911	
18422	7.2818	-20.905	
18423	7.2821	-20.901	
18424	7.2824	-20.897	
18425	7.2827	-20.895	
18426	7.2831	-20.896	
18427	7.2834	-20.899	
18428	7.2838	-20.905	
18429	7.2842	-20.913	
18430	7.2846	-20.925	
18431	7.2849	-20.939	
18432	7.2853	-20.955	
18433	7.2857	-20.974	
18434	7.2861	-20.995	
18435	7.2865	-21.018	
18436	7.2869	-21.042	
18437	7.2873	-21.069	
18438	7.2877	-21.097	
18439	7.2881	-21.128	
18440	7.2885	-21.16	
18441	7.2889	-21.194	
18442	7.2894	-21.23	
18443	7.2899	-21.271	
18444	7.2906	-21.322	
18445	7.291	-21.347	
18446	7.2914	-21.373	
18447	7.2918	-21.4	
18448	7.2922	-21.427	
18449	7.2926	-21.451	
18450	7.2928	-21.463	
18451	7.2931	-21.476	
18452	7.2933	-21.491	
18453	7.2937	-21.505	
18454	7.294	-21.519	
18455	7.2943	-21.532	
18456	7.2947	-21.544	
18457	7.295	-21.555	
18458	7.2954	-21.564	
18459	7.2957	-21.571	
18460	7.2961	-21.576	
18461	7.2965	-21.58	
18462	7.2968	-21.582	
18463	7.2972	-21.581	
18464	7.2976	-21.579	
18465	7.2979	-21.575	
18466	7.2983	-21.569	
18467	7.2987	-21.56	
18468	7.299	-21.55	
18469	7.2994	-21.538	
18470	7.2998	-21.523	
18471	7.3002	-21.507	
18472	7.3006	-21.488	
18473	7.3009	-21.467	
18474	7.3013	-21.443	
18475	7.3017	-21.418	
18476	7.3022	-21.39	
18477	7.3026	-21.359	
18478	7.303	-21.326	
18479	7.3035	-21.291	
18480	7.3039	-21.253	
18481	7.3044	-21.213	
18482	7.3049	-21.169	
18483	7.3055	-21.123	
18484	7.3061	-21.073	
18485	7.3068	-21.018	
18486	7.3076	-20.96	
18487	7.3084	-20.908	
18488	7.3088	-20.885	
18489	7.3092	-20.864	
18490	7.3097	-20.846	
18491	7.3101	-20.831	
18492	7.3103	-20.826	
18493	7.3106	-20.82	
18494	7.3109	-20.815	
18495	7.3113	-20.813	
18496	7.3116	-20.812	
18497	7.312	-20.814	
18498	7.3123	-20.819	
18499	7.3127	-20.827	
18500	7.3131	-20.837	
18501	7.3135	-20.851	
18502	7.3139	-20.866	
18503	7.3142	-20.885	
18504	7.3146	-20.905	
18505	7.315	-20.927	
18506	7.3154	-20.952	
18507	7.3158	-20.978	
18508	7.3162	-21.007	
18509	7.3166	-21.037	
18510	7.317	-21.068	
18511	7.3175	-21.102	
18512	7.3179	-21.139	
18513	7.3184	-21.179	
18514	7.3191	-21.229	
18515	7.3195	-21.254	
18516	7.3198	-21.281	
18517	7.3202	-21.308	
18518	7.3207	-21.335	
18519	7.3211	-21.36	
18520	7.3213	-21.372	
18521	7.3216	-21.385	
18522	7.3218	-21.4	
18523	7.3221	-21.414	
18524	7.3225	-21.428	
18525	7.3228	-21.441	
18526	7.3232	-21.453	
18527	7.3235	-21.464	
18528	7.3239	-21.472	
18529	7.3242	-21.479	
18530	7.3246	-21.484	
18531	7.325	-21.487	
18532	7.3253	-21.488	
18533	7.3257	-21.487	
18534	7.3261	-21.485	
18535	7.3264	-21.48	
18536	7.3268	-21.473	
18537	7.3272	-21.463	
18538	7.3275	-21.452	
18539	7.3279	-21.439	
18540	7.3283	-21.423	
18541	7.3287	-21.405	
18542	7.329	-21.385	
18543	7.3294	-21.363	
18544	7.3298	-21.338	
18545	7.3302	-21.311	
18546	7.3306	-21.281	
18547	7.3311	-21.249	
18548	7.3315	-21.215	
18549	7.3319	-21.178	
18550	7.3324	-21.138	
18551	7.3329	-21.095	
18552	7.3334	-21.05	
18553	7.3339	-21.001	
18554	7.3345	-20.949	
18555	7.3352	-20.892	
18556	7.336	-20.829	
18557	7.3368	-20.77	
18558	7.3372	-20.745	
18559	7.3376	-20.72	
18560	7.3381	-20.699	
18561	7.3386	-20.681	
18562	7.3388	-20.674	
18563	7.3391	-20.666	
18564	7.3394	-20.66	
18565	7.3397	-20.655	
18566	7.3401	-20.652	
18567	7.3404	-20.652	
18568	7.3408	-20.655	
18569	7.3412	-20.661	
18570	7.3416	-20.67	
18571	7.3419	-20.682	
18572	7.3423	-20.696	
18573	7.3427	-20.712	
18574	7.3431	-20.731	
18575	7.3435	-20.752	
18576	7.3439	-20.776	
18577	7.3442	-20.801	
18578	7.3446	-20.827	
18579	7.345	-20.856	
18580	7.3455	-20.887	
18581	7.3459	-20.919	
18582	7.3464	-20.954	
18583	7.3469	-20.992	
18584	7.3475	-21.036	
18585	7.3481	-21.082	
18586	7.3485	-21.104	
18587	7.3488	-21.128	
18588	7.3492	-21.151	
18589	7.3496	-21.174	
18590	7.35	-21.195	
18591	7.3504	-21.214	
18592	7.3506	-21.223	
18593	7.3508	-21.234	
18594	7.3511	-21.244	
18595	7.3514	-21.255	
18596	7.3517	-21.264	
18597	7.352	-21.273	
18598	7.3524	-21.281	
18599	7.3527	-21.286	
18600	7.3531	-21.291	
18601	7.3534	-21.293	
18602	7.3538	-21.293	
18603	7.3541	-21.292	
18604	7.3545	-21.288	
18605	7.3549	-21.283	
18606	7.3552	-21.275	
18607	7.3556	-21.266	
18608	7.356	-21.254	
18609	7.3563	-21.24	
18610	7.3567	-21.223	
18611	7.3571	-21.205	
18612	7.3575	-21.184	
18613	7.3579	-21.161	
18614	7.3583	-21.136	
18615	7.3587	-21.108	
18616	7.3591	-21.077	
18617	7.3595	-21.044	
18618	7.3599	-21.009	
18619	7.3603	-20.971	
18620	7.3608	-20.93	
18621	7.3613	-20.887	
18622	7.3618	-20.84	
18623	7.3623	-20.79	
18624	7.3629	-20.737	
18625	7.3635	-20.679	
18626	7.3642	-20.614	
18627	7.3651	-20.55	
18628	7.3655	-20.521	
18629	7.3659	-20.492	
18630	7.3664	-20.466	
18631	7.3668	-20.444	
18632	7.3673	-20.425	
18633	7.3675	-20.418	
18634	7.3678	-20.41	
18635	7.3681	-20.404	
18636	7.3685	-20.399	
18637	7.3688	-20.396	
18638	7.3692	-20.396	
18639	7.3696	-20.399	
18640	7.3699	-20.405	
18641	7.3703	-20.413	
18642	7.3707	-20.425	
18643	7.3711	-20.438	
18644	7.3714	-20.454	
18645	7.3718	-20.473	
18646	7.3722	-20.493	
18647	7.3726	-20.515	
18648	7.373	-20.539	
18649	7.3734	-20.565	
18650	7.3738	-20.593	
18651	7.3742	-20.622	
18652	7.3747	-20.654	
18653	7.3752	-20.688	
18654	7.3757	-20.725	
18655	7.3764	-20.771	
18656	7.3767	-20.793	
18657	7.3771	-20.816	
18658	7.3775	-20.84	
18659	7.3779	-20.863	
18660	7.3783	-20.884	
18661	7.3785	-20.894	
18662	7.3787	-20.906	
18663	7.379	-20.918	
18664	7.3793	-20.93	
18665	7.3797	-20.941	
18666	7.38	-20.952	
18667	7.3803	-20.961	
18668	7.3807	-20.968	
18669	7.381	-20.974	
18670	7.3814	-20.979	
18671	7.3818	-20.981	
18672	7.3821	-20.981	
18673	7.3825	-20.979	
18674	7.3829	-20.976	
18675	7.3832	-20.97	
18676	7.3836	-20.962	
18677	7.384	-20.953	
18678	7.3843	-20.941	
18679	7.3847	-20.927	
18680	7.3851	-20.91	
18681	7.3854	-20.892	
18682	7.3858	-20.871	
18683	7.3862	-20.848	
18684	7.3866	-20.823	
18685	7.387	-20.796	
18686	7.3874	-20.766	
18687	7.3878	-20.733	
18688	7.3882	-20.698	
18689	7.3887	-20.66	
18690	7.3891	-20.62	
18691	7.3896	-20.577	
18692	7.39	-20.531	
18693	7.3905	-20.482	
18694	7.3911	-20.43	
18695	7.3917	-20.373	
18696	7.3924	-20.311	
18697	7.3932	-20.242	
18698	7.394	-20.179	
18699	7.3944	-20.151	
18700	7.3948	-20.124	
18701	7.3953	-20.1	
18702	7.3957	-20.079	
18703	7.396	-20.07	
18704	7.3962	-20.061	
18705	7.3965	-20.053	
18706	7.3969	-20.046	
18707	7.3972	-20.04	
18708	7.3976	-20.038	
18709	7.398	-20.038	
18710	7.3983	-20.04	
18711	7.3987	-20.046	
18712	7.3991	-20.054	
18713	7.3995	-20.065	
18714	7.3999	-20.078	
18715	7.4002	-20.093	
18716	7.4006	-20.111	
18717	7.401	-20.13	
18718	7.4014	-20.151	
18719	7.4018	-20.174	
18720	7.4022	-20.198	
18721	7.4026	-20.224	
18722	7.4031	-20.252	
18723	7.4035	-20.282	
18724	7.404	-20.315	
18725	7.4047	-20.354	
18726	7.4053	-20.393	
18727	7.4057	-20.412	
18728	7.406	-20.431	
18729	7.4064	-20.45	
18730	7.4068	-20.469	
18731	7.4072	-20.486	
18732	7.4076	-20.501	
18733	7.4078	-20.508	
18734	7.408	-20.515	
18735	7.4083	-20.523	
18736	7.4086	-20.531	
18737	7.4089	-20.537	
18738	7.4092	-20.543	
18739	7.4096	-20.547	
18740	7.4099	-20.55	
18741	7.4103	-20.551	
18742	7.4106	-20.55	
18743	7.411	-20.547	
18744	7.4113	-20.543	
18745	7.4117	-20.537	
18746	7.4121	-20.528	
18747	7.4124	-20.518	
18748	7.4128	-20.506	
18749	7.4132	-20.491	
18750	7.4135	-20.475	
18751	7.4139	-20.456	
18752	7.4143	-20.436	
18753	7.4147	-20.413	
18754	7.415	-20.388	
18755	7.4154	-20.36	
18756	7.4158	-20.331	
18757	7.4162	-20.298	
18758	7.4167	-20.264	
18759	7.4171	-20.227	
18760	7.4175	-20.187	
18761	7.418	-20.145	
18762	7.4185	-20.1	
18763	7.419	-20.051	
18764	7.4195	-20.	
18765	7.4201	-19.945	
18766	7.4207	-19.885	
18767	7.4215	-19.816	
18768	7.4223	-19.749	
18769	7.4227	-19.719	
18770	7.4232	-19.69	
18771	7.4236	-19.663	
18772	7.4241	-19.639	
18773	7.4243	-19.629	
18774	7.4246	-19.618	
18775	7.4249	-19.607	
18776	7.4253	-19.597	
18777	7.4256	-19.59	
18778	7.426	-19.584	
18779	7.4264	-19.581	
18780	7.4267	-19.581	
18781	7.4271	-19.584	
18782	7.4275	-19.589	
18783	7.4277	-19.592	
18784	7.4279	-19.597	
18785	7.4282	-19.604	
18786	7.4285	-19.613	
18787	7.4288	-19.624	
18788	7.4291	-19.636	
18789	7.4295	-19.651	
18790	7.4298	-19.668	
18791	7.4302	-19.686	
18792	7.4306	-19.706	
18793	7.431	-19.728	
18794	7.4314	-19.751	
18795	7.4319	-19.776	
18796	7.4324	-19.804	
18797	7.4329	-19.834	
18798	7.4336	-19.869	
18799	7.4339	-19.886	
18800	7.4342	-19.903	
18801	7.4346	-19.921	
18802	7.435	-19.938	
18803	7.4354	-19.954	
18804	7.4358	-19.969	
18805	7.436	-19.975	
18806	7.4363	-19.982	
18807	7.4366	-19.99	
18808	7.4369	-19.997	
18809	7.4372	-20.003	
18810	7.4375	-20.008	
18811	7.4379	-20.012	
18812	7.4382	-20.014	
18813	7.4386	-20.015	
18814	7.4389	-20.014	
18815	7.4393	-20.012	
18816	7.4396	-20.007	
18817	7.44	-20.001	
18818	7.4404	-19.993	
18819	7.4407	-19.984	
18820	7.4411	-19.972	
18821	7.4415	-19.959	
18822	7.4418	-19.943	
18823	7.4422	-19.926	
18824	7.4426	-19.906	
18825	7.443	-19.885	
18826	7.4433	-19.861	
18827	7.4437	-19.836	
18828	7.4441	-19.808	
18829	7.4445	-19.778	
18830	7.4449	-19.746	
18831	7.4454	-19.711	
18832	7.4458	-19.674	
18833	7.4462	-19.635	
18834	7.4467	-19.592	
18835	7.4472	-19.547	
18836	7.4477	-19.5	
18837	7.4482	-19.448	
18838	7.4488	-19.393	
18839	7.4495	-19.332	
18840	7.4503	-19.265	
18841	7.4511	-19.202	
18842	7.4515	-19.174	
18843	7.452	-19.147	
18844	7.4524	-19.122	
18845	7.4529	-19.1	
18846	7.4531	-19.09	
18847	7.4534	-19.08	
18848	7.4537	-19.07	
18849	7.454	-19.061	
18850	7.4544	-19.053	
18851	7.4547	-19.048	
18852	7.4551	-19.045	
18853	7.4555	-19.045	
18854	7.4559	-19.046	
18855	7.4562	-19.051	
18856	7.4566	-19.057	
18857	7.457	-19.066	
18858	7.4574	-19.076	
18859	7.4578	-19.088	
18860	7.4581	-19.102	
18861	7.4585	-19.118	
18862	7.4589	-19.134	
18863	7.4593	-19.153	
18864	7.4598	-19.172	
18865	7.4602	-19.193	
18866	7.4607	-19.216	
18867	7.4612	-19.24	
18868	7.4618	-19.27	
18869	7.4625	-19.299	
18870	7.4628	-19.313	
18871	7.4632	-19.327	
18872	7.4635	-19.341	
18873	7.4639	-19.353	
18874	7.4643	-19.365	
18875	7.4647	-19.375	
18876	7.4649	-19.38	
18877	7.4652	-19.384	
18878	7.4654	-19.389	
18879	7.4657	-19.393	
18880	7.466	-19.397	
18881	7.4664	-19.399	
18882	7.4667	-19.4	
18883	7.4671	-19.4	
18884	7.4674	-19.398	
18885	7.4678	-19.395	
18886	7.4681	-19.39	
18887	7.4685	-19.384	
18888	7.4688	-19.376	
18889	7.4692	-19.366	
18890	7.4696	-19.354	
18891	7.4699	-19.341	
18892	7.4703	-19.326	
18893	7.4707	-19.31	
18894	7.4711	-19.291	
18895	7.4714	-19.27	
18896	7.4718	-19.248	
18897	7.4722	-19.224	
18898	7.4726	-19.198	
18899	7.473	-19.169	
18900	7.4734	-19.139	
18901	7.4738	-19.106	
18902	7.4743	-19.072	
18903	7.4747	-19.034	
18904	7.4752	-18.995	
18905	7.4756	-18.953	
18906	7.4761	-18.908	
18907	7.4767	-18.86	
18908	7.4773	-18.809	
18909	7.4779	-18.752	
18910	7.4787	-18.688	
18911	7.4795	-18.626	
18912	7.4799	-18.598	
18913	7.4804	-18.57	
18914	7.4808	-18.545	
18915	7.4813	-18.522	
18916	7.4815	-18.511	
18917	7.4818	-18.5	
18918	7.4821	-18.489	
18919	7.4824	-18.479	
18920	7.4828	-18.471	
18921	7.4832	-18.464	
18922	7.4835	-18.459	
18923	7.4839	-18.456	
18924	7.4843	-18.456	
18925	7.4847	-18.458	
18926	7.4851	-18.462	
18927	7.4853	-18.465	
18928	7.4855	-18.469	
18929	7.4858	-18.474	
18930	7.486	-18.481	
18931	7.4864	-18.489	
18932	7.4867	-18.499	
18933	7.4871	-18.511	
18934	7.4874	-18.524	
18935	7.4878	-18.538	
18936	7.4882	-18.553	
18937	7.4886	-18.57	
18938	7.4891	-18.589	
18939	7.4896	-18.608	
18940	7.4901	-18.631	
18941	7.4908	-18.655	
18942	7.4911	-18.667	
18943	7.4915	-18.679	
18944	7.4918	-18.69	
18945	7.4922	-18.702	
18946	7.4926	-18.712	
18947	7.493	-18.721	
18948	7.4932	-18.725	
18949	7.4935	-18.729	
18950	7.4938	-18.733	
18951	7.4941	-18.737	
18952	7.4944	-18.74	
18953	7.4947	-18.742	
18954	7.495	-18.742	
18955	7.4954	-18.742	
18956	7.4957	-18.74	
18957	7.4961	-18.737	
18958	7.4965	-18.733	
18959	7.4968	-18.727	
18960	7.4972	-18.719	
18961	7.4975	-18.711	
18962	7.4979	-18.7	
18963	7.4983	-18.688	
18964	7.4986	-18.675	
18965	7.499	-18.66	
18966	7.4994	-18.643	
18967	7.4998	-18.624	
18968	7.5001	-18.604	
18969	7.5005	-18.583	
18970	7.5009	-18.559	
18971	7.5013	-18.534	
18972	7.5017	-18.506	
18973	7.5021	-18.477	
18974	7.5026	-18.446	
18975	7.503	-18.413	
18976	7.5034	-18.378	
18977	7.5039	-18.34	
18978	7.5044	-18.3	
18979	7.5049	-18.257	
18980	7.5055	-18.212	
18981	7.5061	-18.162	
18982	7.5068	-18.107	
18983	7.5076	-18.048	
18984	7.508	-18.02	
18985	7.5084	-17.992	
18986	7.5089	-17.964	
18987	7.5094	-17.939	
18988	7.5098	-17.916	
18989	7.5101	-17.906	
18990	7.5104	-17.895	
18991	7.5107	-17.884	
18992	7.511	-17.874	
18993	7.5114	-17.866	
18994	7.5117	-17.859	
18995	7.5121	-17.854	
18996	7.5125	-17.851	
18997	7.5129	-17.85	
18998	7.5133	-17.851	
18999	7.5135	-17.852	
19000	7.5137	-17.854	
19001	7.514	-17.857	
19002	7.5143	-17.862	
19003	7.5146	-17.867	
19004	7.5149	-17.874	
19005	7.5152	-17.883	
19006	7.5156	-17.893	
19007	7.516	-17.904	
19008	7.5164	-17.916	
19009	7.5168	-17.929	
19010	7.5172	-17.943	
19011	7.5177	-17.958	
19012	7.5182	-17.975	
19013	7.5187	-17.995	
19014	7.5194	-18.015	
19015	7.5197	-18.024	
19016	7.5201	-18.034	
19017	7.5204	-18.044	
19018	7.5208	-18.053	
19019	7.5212	-18.061	
19020	7.5216	-18.068	
19021	7.5218	-18.071	
19022	7.5221	-18.074	
19023	7.5224	-18.077	
19024	7.5226	-18.08	
19025	7.523	-18.081	
19026	7.5233	-18.083	
19027	7.5236	-18.083	
19028	7.524	-18.081	
19029	7.5243	-18.079	
19030	7.5247	-18.076	
19031	7.525	-18.071	
19032	7.5254	-18.065	
19033	7.5258	-18.058	
19034	7.5261	-18.049	
19035	7.5265	-18.039	
19036	7.5269	-18.028	
19037	7.5272	-18.015	
19038	7.5276	-18.001	
19039	7.528	-17.985	
19040	7.5284	-17.968	
19041	7.5287	-17.949	
19042	7.5291	-17.929	
19043	7.5295	-17.908	
19044	7.5299	-17.884	
19045	7.5303	-17.859	
19046	7.5307	-17.833	
19047	7.5312	-17.804	
19048	7.5316	-17.774	
19049	7.532	-17.742	
19050	7.5325	-17.707	
19051	7.533	-17.671	
19052	7.5335	-17.632	
19053	7.5341	-17.59	
19054	7.5347	-17.545	
19055	7.5354	-17.494	
19056	7.5362	-17.44	
19057	7.5366	-17.415	
19058	7.5371	-17.39	
19059	7.5375	-17.365	
19060	7.538	-17.342	
19061	7.5385	-17.322	
19062	7.5387	-17.313	
19063	7.539	-17.303	
19064	7.5393	-17.294	
19065	7.5396	-17.285	
19066	7.54	-17.277	
19067	7.5404	-17.271	
19068	7.5407	-17.266	
19069	7.5411	-17.263	
19070	7.5415	-17.262	
19071	7.5419	-17.263	
19072	7.5423	-17.265	
19073	7.5426	-17.269	
19074	7.543	-17.275	
19075	7.5434	-17.281	
19076	7.5438	-17.289	
19077	7.5442	-17.298	
19078	7.5446	-17.308	
19079	7.545	-17.319	
19080	7.5454	-17.331	
19081	7.5458	-17.344	
19082	7.5463	-17.357	
19083	7.5468	-17.372	
19084	7.5474	-17.39	
19085	7.5481	-17.407	
19086	7.5484	-17.415	
19087	7.5488	-17.424	
19088	7.5491	-17.432	
19089	7.5495	-17.439	
19090	7.5499	-17.446	
19091	7.5503	-17.451	
19092	7.5505	-17.454	
19093	7.5508	-17.456	
19094	7.551	-17.458	
19095	7.5513	-17.46	
19096	7.5516	-17.461	
19097	7.552	-17.461	
19098	7.5523	-17.461	
19099	7.5527	-17.459	
19100	7.553	-17.457	
19101	7.5534	-17.453	
19102	7.5537	-17.448	
19103	7.5541	-17.442	
19104	7.5544	-17.435	
19105	7.5548	-17.427	
19106	7.5552	-17.418	
19107	7.5555	-17.407	
19108	7.5559	-17.395	
19109	7.5563	-17.382	
19110	7.5567	-17.367	
19111	7.557	-17.352	
19112	7.5574	-17.334	
19113	7.5578	-17.316	
19114	7.5582	-17.296	
19115	7.5586	-17.275	
19116	7.559	-17.252	
19117	7.5594	-17.227	
19118	7.5598	-17.201	
19119	7.5603	-17.174	
19120	7.5607	-17.144	
19121	7.5612	-17.113	
19122	7.5617	-17.079	
19123	7.5622	-17.044	
19124	7.5628	-17.005	
19125	7.5635	-16.963	
19126	7.5642	-16.915	
19127	7.565	-16.868	
19128	7.5655	-16.846	
19129	7.5659	-16.824	
19130	7.5663	-16.803	
19131	7.5668	-16.785	
19132	7.5673	-16.768	
19133	7.5675	-16.761	
19134	7.5678	-16.753	
19135	7.5681	-16.746	
19136	7.5684	-16.739	
19137	7.5688	-16.733	
19138	7.5691	-16.729	
19139	7.5695	-16.726	
19140	7.5699	-16.725	
19141	7.5703	-16.725	
19142	7.5706	-16.727	
19143	7.571	-16.73	
19144	7.5714	-16.734	
19145	7.5718	-16.74	
19146	7.5722	-16.747	
19147	7.5726	-16.755	
19148	7.5729	-16.764	
19149	7.5733	-16.774	
19150	7.5738	-16.785	
19151	7.5742	-16.796	
19152	7.5746	-16.808	
19153	7.5751	-16.822	
19154	7.5757	-16.837	
19155	7.5763	-16.854	
19156	7.5766	-16.862	
19157	7.577	-16.87	
19158	7.5774	-16.878	
19159	7.5778	-16.886	
19160	7.5782	-16.893	
19161	7.5786	-16.899	
19162	7.5788	-16.902	
19163	7.5791	-16.905	
19164	7.5794	-16.908	
19165	7.5797	-16.91	
19166	7.58	-16.912	
19167	7.5803	-16.913	
19168	7.5807	-16.913	
19169	7.581	-16.913	
19170	7.5814	-16.911	
19171	7.5817	-16.909	
19172	7.5821	-16.905	
19173	7.5824	-16.901	
19174	7.5828	-16.895	
19175	7.5832	-16.888	
19176	7.5835	-16.881	
19177	7.5839	-16.872	
19178	7.5843	-16.862	
19179	7.5846	-16.851	
19180	7.585	-16.839	
19181	7.5854	-16.825	
19182	7.5858	-16.811	
19183	7.5861	-16.795	
19184	7.5865	-16.778	
19185	7.5869	-16.76	
19186	7.5873	-16.74	
19187	7.5877	-16.719	
19188	7.5882	-16.696	
19189	7.5886	-16.672	
19190	7.589	-16.647	
19191	7.5895	-16.62	
19192	7.59	-16.591	
19193	7.5905	-16.56	
19194	7.591	-16.527	
19195	7.5916	-16.491	
19196	7.5923	-16.451	
19197	7.5931	-16.408	
19198	7.5939	-16.367	
19199	7.5943	-16.349	
19200	7.5948	-16.331	
19201	7.5952	-16.315	
19202	7.5957	-16.3	
19203	7.5959	-16.293	
19204	7.5962	-16.286	
19205	7.5965	-16.279	
19206	7.5968	-16.273	
19207	7.5972	-16.268	
19208	7.5975	-16.264	
19209	7.5979	-16.261	
19210	7.5983	-16.26	
19211	7.5986	-16.26	
19212	7.599	-16.262	
19213	7.5994	-16.266	
19214	7.5998	-16.27	
19215	7.6002	-16.276	
19216	7.6006	-16.283	
19217	7.6009	-16.291	
19218	7.6013	-16.3	
19219	7.6017	-16.309	
19220	7.6021	-16.32	
19221	7.6026	-16.331	
19222	7.603	-16.343	
19223	7.6035	-16.356	
19224	7.604	-16.371	
19225	7.6046	-16.388	
19226	7.6053	-16.404	
19227	7.6056	-16.412	
19228	7.606	-16.42	
19229	7.6063	-16.428	
19230	7.6067	-16.435	
19231	7.6071	-16.442	
19232	7.6075	-16.447	
19233	7.6077	-16.45	
19234	7.608	-16.452	
19235	7.6082	-16.455	
19236	7.6085	-16.457	
19237	7.6088	-16.459	
19238	7.6092	-16.46	
19239	7.6095	-16.46	
19240	7.6098	-16.459	
19241	7.6102	-16.458	
19242	7.6106	-16.456	
19243	7.6109	-16.452	
19244	7.6113	-16.448	
19245	7.6116	-16.443	
19246	7.612	-16.437	
19247	7.6124	-16.429	
19248	7.6127	-16.421	
19249	7.6131	-16.412	
19250	7.6135	-16.401	
19251	7.6138	-16.389	
19252	7.6142	-16.377	
19253	7.6146	-16.363	
19254	7.615	-16.348	
19255	7.6154	-16.332	
19256	7.6158	-16.314	
19257	7.6162	-16.295	
19258	7.6166	-16.275	
19259	7.617	-16.253	
19260	7.6175	-16.23	
19261	7.6179	-16.206	
19262	7.6184	-16.18	
19263	7.6189	-16.152	
19264	7.6195	-16.122	
19265	7.62	-16.09	
19266	7.6207	-16.055	
19267	7.6215	-16.015	
19268	7.6223	-15.977	
19269	7.6227	-15.96	
19270	7.6231	-15.943	
19271	7.6236	-15.927	
19272	7.6241	-15.913	
19273	7.6243	-15.907	
19274	7.6246	-15.901	
19275	7.6249	-15.894	
19276	7.6252	-15.889	
19277	7.6256	-15.884	
19278	7.6259	-15.88	
19279	7.6263	-15.878	
19280	7.6267	-15.878	
19281	7.6271	-15.879	
19282	7.6274	-15.882	
19283	7.6276	-15.883	
19284	7.6279	-15.886	
19285	7.6281	-15.89	
19286	7.6284	-15.894	
19287	7.6287	-15.9	
19288	7.6291	-15.907	
19289	7.6294	-15.915	
19290	7.6298	-15.924	
19291	7.6302	-15.934	
19292	7.6305	-15.945	
19293	7.6309	-15.957	
19294	7.6314	-15.969	
19295	7.6318	-15.983	
19296	7.6323	-15.998	
19297	7.6329	-16.015	
19298	7.6335	-16.033	
19299	7.6338	-16.042	
19300	7.6342	-16.051	
19301	7.6346	-16.061	
19302	7.635	-16.07	
19303	7.6354	-16.078	
19304	7.6358	-16.086	
19305	7.636	-16.089	
19306	7.6362	-16.093	
19307	7.6365	-16.097	
19308	7.6368	-16.1	
19309	7.6371	-16.104	
19310	7.6374	-16.106	
19311	7.6378	-16.108	
19312	7.6381	-16.109	
19313	7.6385	-16.109	
19314	7.6388	-16.109	
19315	7.6392	-16.107	
19316	7.6396	-16.105	
19317	7.6399	-16.101	
19318	7.6403	-16.097	
19319	7.6407	-16.091	
19320	7.641	-16.085	
19321	7.6414	-16.077	
19322	7.6418	-16.068	
19323	7.6421	-16.059	
19324	7.6425	-16.048	
19325	7.6429	-16.036	
19326	7.6433	-16.023	
19327	7.6437	-16.008	
19328	7.6441	-15.993	
19329	7.6445	-15.976	
19330	7.6449	-15.958	
19331	7.6453	-15.939	
19332	7.6457	-15.918	
19333	7.6462	-15.896	
19334	7.6466	-15.872	
19335	7.6471	-15.847	
19336	7.6476	-15.82	
19337	7.6482	-15.791	
19338	7.6488	-15.76	
19339	7.6494	-15.726	
19340	7.6502	-15.688	
